dc:title,prism:publicationName,prism:coverDate
Radiology overview: Defining radiology and stakeholders in the radiology enterprise,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Infectious disease imaging,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Cultural competency in global health,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Education in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Pediatric imaging in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
"Radiology readiness™, research, and relationship development","Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Medical imaging safety in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
"Medical imaging in global public health: Donation, procurement, installation, and maintenance","Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Interprofessional collaboration in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Maternal-fetal and women's imaging for global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Women's imaging in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Access to imaging technology in global health,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Ultrasound in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Public health and international epidemiology for radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
Information technology in global health radiology,"Radiology in Global Health: Strategies, Implementation, and Applications",2018-12-31
"Phytoremediation for the elimination of metals, pesticides, PAHs, and other pollutants from wastewater and soil",Phytobiont and Ecosystem Restitution,2018-12-31
"The monumental configuration of athenian temporality: Space, identity and mnemonic trajectories of the periklean building programme",Akropolis,2018-12-31
Corrigendum,Virulence,2018-12-31
Corrigendum,Virulence,2018-12-31
Monitoring riverine fish communities through eDNA metabarcoding: Determining optimal sampling strategies along an altitudinal and biodiversity gradient,Metabarcoding and Metagenomics,2018-12-31
Bioremediation of contaminants,Phytobiont and Ecosystem Restitution,2018-12-31
Introduction: Transdisciplinarity in applied linguistics,AILA Review,2018-12-31
Transdisciplinarity across two-tiers: The case of applied linguistics and literary studies in U.S. foreign language departments,AILA Review,2018-12-31
"On, for, and with practitioners: A transdisciplinary approach to text production in real-life settings",AILA Review,2018-12-31
The language of numbers Transdisciplinary action research and financial communication,AILA Review,2018-12-31
Asian slurs and stereotypes in the USA: A context-sensitive account of derogation and appropriation,Pragmatics and Society,2018-12-31
Agent-backgrounding in Turkish Sign Language (TİD),Sign Language and Linguistics (Online),2018-12-31
Impersonal human reference in sign languages: Introduction and questionnaire,Sign Language and Linguistics (Online),2018-12-31
Bilingual education and CLIL in the Netherlands: The paradigm and the pedagogy,Dutch Journal of Applied Linguistics,2018-12-31
Agent-backgrounding in Catalan Sign Language (LSC),Sign Language and Linguistics (Online),2018-12-31
A corpus-based study of the automatic extraction and validation of V-N Italian oral academic collocations,Lingvisticae Investigationes,2018-12-31
Impersonal human reference in French Sign Language (LSF),Sign Language and Linguistics (Online),2018-12-31
Typical event sequences as licensors of direct object ellipsis in Russian,Lingvisticae Investigationes,2018-12-31
The influence of L2 English on L3 French acquisition in bilingual education,Dutch Journal of Applied Linguistics,2018-12-31
An investigation of the role of working memory capacity and naming speed in phonological advance planning in language production,Mental Lexicon,2018-12-31
Investigating audience orientation in courtroom communication: The case of the closing argument,Pragmatics and Society,2018-12-31
"Instant messaging, digital writing and spelling production quality in French: A cognitive approach",Lingvisticae Investigationes,2018-12-31
Variability and consistency in late bilinguals’ morphology: An ERP production study,Mental Lexicon,2018-12-31
R-impersonals in Hong Kong Sign Language,Sign Language and Linguistics (Online),2018-12-31
Classroom learners of Chinese in senior secondary school: The experience of systemic obstacles,Australian Review of Applied Linguistics,2018-12-31
Does French have verbal-nexus Noun+Noun compounds?,Lingvisticae Investigationes,2018-12-31
The syntactic and discursive status of c'est comme ça que (this is how) in spoken and written French,Belgian Journal of Linguistics,2018-12-31
Establishing a framework for learning to teach English pronunciation in an Australian TESOL program,Australian Review of Applied Linguistics,2018-12-31
Foreign language anxiety in relation to affective variables Learners of Korean as a foreign language in Australia,Australian Review of Applied Linguistics,2018-12-31
Cross-linguistic variation in space-based distance for size depiction in the lexicons of six sign languages,Sign Language and Linguistics (Online),2018-12-31
A diachronic analysis of metaphor clusters in political discourse: A comparative study of Chinese and American presidents' speeches at universities,Pragmatics and Society,2018-12-31
Strong pronominals in ASL and LSF?,Sign Language and Linguistics (Online),2018-12-31
"Geologic history, hydrology, and current public policy: The case of radionuclides and water quality in Pennsylvania's Marcellus shale region",Case Studies in the Environment,2018-12-31
A focus analysis of apparent predicational clefts,Belgian Journal of Linguistics,2018-12-31
Expanding the field:New developments in Dutch bilingual education,Dutch Journal of Applied Linguistics,2018-12-31
"Non-prototypical clefts: Formal, semantic and information-structural properties",Belgian Journal of Linguistics,2018-12-31
Teaching content through Dutch as a second language:How 'Language Oriented Content Teaching' unfolded in mainstream secondary education,Dutch Journal of Applied Linguistics,2018-12-31
Now in the historical courtroom users and functions,Journal of Historical Pragmatics,2018-12-31
The role of referential givenness in Dutch alternating presentational constructions,Belgian Journal of Linguistics,2018-12-31
Content and Language Integrated Learning in Dutch bilingual education : How Dutch history teachers focus on second language teaching,Dutch Journal of Applied Linguistics,2018-12-31
French adverbial cleft sentences: Empirical and theoretical issues,Belgian Journal of Linguistics,2018-12-31
Setting the boundaries: Presentational ci-sentences in Italian,Belgian Journal of Linguistics,2018-12-31
What does constituent priming mean in the investigation of compound processing?,Mental Lexicon,2018-12-31
Beyond speech representation describing and evaluating speech in early modern English prose fiction,Journal of Historical Pragmatics,2018-12-31
Collaborative remembering at work,Interaction Studies,2018-12-31
Lexical bundles from one century to the next an analysis of language input in English teaching texts,Journal of Historical Pragmatics,2018-12-31
Frustration in the face of the driver A simulator study on facial muscle activity during frustrated driving,Interaction Studies,2018-12-31
Team coordination in high-risk circus acrobatics,Interaction Studies,2018-12-31
"Communicative, cognitive and emotional issues in selective mutism A narrative review on elements of a multimodal intervention",Interaction Studies,2018-12-31
Introduction,Journal of Historical Pragmatics,2018-12-31
"Affirmatives in early modern English yes, yea and ay",Journal of Historical Pragmatics,2018-12-31
"“Heav’n bess you, my Dear” using the ESDD corpus to investigate address terms in historical drama dialogue",Journal of Historical Pragmatics,2018-12-31
"Ere and before in English historical corpora, with special reference to the Corpus of English Dialogues",Journal of Historical Pragmatics,2018-12-31
How do we measure up?:A review of Dutch clil subject pedagogies against an international backdrop,Dutch Journal of Applied Linguistics,2018-12-31
Attitudinal factors and the intention to learn English in pre-vocational secondary bilingual and mainstream education,Dutch Journal of Applied Linguistics,2018-12-31
Current research on CLIL and bilingual education in the Netherlands: A discussion,Dutch Journal of Applied Linguistics,2018-12-31
